image,kp,kd
img_0000057.png,5.949541133073459,2.7604636949850185
img_0000058.png,5.933168291147899,2.7588804448734434
img_0000059.png,5.917028770801258,2.757438390396108
img_0000060.png,5.901139506872185,2.7561477903168186
img_0000061.png,5.885516390932443,2.755018281552653
img_0000062.png,5.870174359406824,2.754058929467914
img_0000063.png,5.855127484658993,2.753278279617345
img_0000064.png,5.840389067268598,2.7526844100593326
img_0000065.png,5.83215359984805,2.756027109330672
img_0000066.png,5.82704445072794,2.7612607540134624
img_0000067.png,5.822056553367137,2.766566643609194
img_0000068.png,5.817200846131401,2.7719522141831403
img_0000069.png,5.812489142677508,2.777425476006035
img_0000070.png,5.807934078399167,2.782994993218222
img_0000071.png,5.803549047945036,2.788669859638114
img_0000072.png,5.799348133866483,2.794459670775437
img_0000073.png,5.795346026361244,2.8003744920460183
img_0000074.png,5.7915579339604335,2.806424823101854
img_0000075.png,5.787999484862727,2.8126215580837357
img_0000076.png,5.784686618453673,2.818975941475615
img_0000077.png,5.781635466363445,2.8254995190895213
img_0000078.png,5.7788622472652715,2.832184547796423
img_0000079.png,5.776383037200082,2.839087507874536
img_0000080.png,5.77421371609644,2.846193987517679
img_0000081.png,5.772369754412878,2.8535165607389996
img_0000082.png,5.770866025323834,2.8610676307359717
img_0000083.png,5.769716598063377,2.868859365597702
img_0000084.png,5.768934510407014,2.8769036096950176
img_0000085.png,5.768531518118759,2.8852117710846157
img_0000086.png,5.768517819098369,2.893794684115573
img_0000087.png,5.7689017499418345,2.9026624455081205
img_0000088.png,5.769689452697767,2.9118242214297703
img_0000089.png,5.770884509790012,2.9212880224968036
img_0000090.png,5.772487545414464,2.931060443172587
img_0000091.png,5.783155259224298,2.946710775097687
img_0000092.png,5.798174632311451,2.965336413982603
img_0000093.png,5.812576348586591,2.9836447100639067
img_0000094.png,5.826665034978272,3.0020131629813696
img_0000095.png,5.8398197366627365,3.0196725870360748
img_0000096.png,5.853322373544874,3.037772339593097
img_0000097.png,5.867105010145643,3.0562716957704144
img_0000098.png,5.881085476118573,3.075130345594867
img_0000099.png,5.895173906977914,3.0943000314356386
img_0000100.png,5.909272980858809,3.113724031103459
img_0000101.png,5.923278305351814,3.133336670805635
img_0000102.png,5.937078974374538,3.1530627032673175
img_0000103.png,5.95116533283969,3.1733604533306226
img_0000104.png,5.9654371491454325,3.194263185097155
img_0000105.png,5.979271931948734,3.215163765366497
img_0000106.png,5.99255583855162,3.2359714074828094
img_0000107.png,6.0,3.256591123193373
img_0000108.png,6.0,3.276925665374972
img_0000109.png,6.0,3.2968780294401774
img_0000110.png,6.0,3.3163544415900184
img_0000111.png,6.0,3.335267777562782
img_0000112.png,6.0,3.3535412823481687
img_0000113.png,6.0,3.371112349034025
img_0000114.png,6.0,3.3879359500859896
img_0000115.png,6.0,3.4039870913172696
img_0000116.png,6.0,3.419261400205932
img_0000117.png,6.0,3.4337727515606407
img_0000118.png,6.0,3.4421551788886635
img_0000119.png,6.0,3.449521774024406
img_0000120.png,6.0,3.455799401331733
img_0000121.png,6.0,3.4610293911469228
img_0000122.png,6.0,3.4652334724287313
img_0000123.png,6.0,3.4684221327651716
img_0000124.png,6.0,3.470487416267421
img_0000125.png,6.0,3.47136288932399
img_0000126.png,5.993887698504976,3.4709156204028266
img_0000127.png,5.978125290947675,3.4689939729271337
img_0000128.png,5.960688798961112,3.4654443294252584
img_0000129.png,5.941418069726831,3.460125438219309
img_0000130.png,5.927621804826989,3.460062831861457
img_0000131.png,5.913687556806067,3.459860452559442
img_0000132.png,5.898007744857393,3.4579815168786237
img_0000133.png,5.894681715520491,3.467989527565663
img_0000134.png,5.93318135386952,3.5195537099200758
img_0000135.png,5.972254957079143,3.5739618793970465
img_0000136.png,6.0,3.63113835996759
img_0000137.png,6.0,3.6907673701632757
img_0000138.png,6.0,2.556697319663364
img_0000139.png,6.0,2.511119102527613
img_0000140.png,6.0,2.478827190575986
img_0000141.png,6.0,2.470626275340555
img_0000142.png,6.0,2.4801289852943396
img_0000143.png,6.0,2.520465309295755
img_0000144.png,6.0,2.5555778939510683
img_0000145.png,6.0,2.5588219386644577
img_0000146.png,6.0,2.5536890213321244
img_0000147.png,6.0,2.5571989786797538
img_0000148.png,6.0,2.579022934311251
img_0000149.png,6.0,2.621318824725182
img_0000150.png,6.0,2.6800728283065105
img_0000151.png,6.0,2.6612349964979254
img_0000152.png,6.0,2.6896979283449114
img_0000153.png,6.0,2.7348876318188458
img_0000154.png,6.0,2.779632930530898
img_0000155.png,6.0,2.8216588018527133
img_0000156.png,6.0,2.859555132437266
img_0000157.png,6.0,2.892818880443304
img_0000158.png,6.0,2.9204820973639034
img_0000159.png,6.0,2.9423087390971325
img_0000160.png,6.0,2.957974865036028
img_0000161.png,6.0,3.3932467512677
img_0000162.png,6.0,3.241522056344779
img_0000163.png,6.0,3.1665727915948216
img_0000164.png,6.0,3.0981876448835406
img_0000165.png,6.0,3.0344551011885494
img_0000166.png,6.0,2.974105224882153
img_0000167.png,6.0,2.9157774966510956
img_0000168.png,6.0,2.858519768923297
img_0000169.png,6.0,2.801758886295102
img_0000170.png,6.0,2.7446375253615694
img_0000171.png,6.0,2.6869802854343017
img_0000172.png,6.0,2.628023454119356
img_0000173.png,6.0,2.6215268434822367
img_0000174.png,6.0,2.5740656986169617
img_0000175.png,6.0,2.5332567901437812
img_0000176.png,6.0,2.562242260217181
img_0000177.png,6.0,2.821532384156712
img_0000178.png,6.0,2.6109387800518373
img_0000179.png,6.0,2.6671515055984565
img_0000180.png,6.0,2.704919036867717
img_0000181.png,6.0,2.982598190684844
img_0000182.png,6.0,2.804214359387962
img_0000183.png,6.0,2.8881799021542616
img_0000184.png,6.0,2.9371886080542198
img_0000185.png,6.0,2.9585416363945845
img_0000186.png,5.985725803514981,3.6128076515950673
img_0000187.png,5.959258681503233,3.5975231206994236
img_0000188.png,5.930937745347676,3.580705281980067
img_0000189.png,5.949487096893398,3.614521039709783
img_0000190.png,5.983809396457735,3.6676171585004163
img_0000191.png,6.0,3.5674276914295726
img_0000192.png,6.0,3.189467005701217
img_0000193.png,6.0,2.9647087656524436
img_0000194.png,6.0,3.0535459320688125
img_0000195.png,6.0,3.5522804182017413
img_0000196.png,6.0,3.9237614243592502
img_0000197.png,6.0,4.0
img_0000198.png,6.0,3.8475009753855893
img_0000199.png,6.0,4.0
img_0000200.png,6.0,4.0
img_0000201.png,6.0,4.0
img_0000202.png,6.0,4.0
img_0000203.png,6.0,4.0
img_0000204.png,6.0,4.0
img_0000205.png,6.0,3.959054456570904
img_0000206.png,6.0,3.8325933057465926
img_0000207.png,6.0,3.58505062601893
img_0000208.png,6.0,4.0
img_0000209.png,6.0,3.840039651891126
img_0000210.png,6.0,3.7159510090730024
img_0000211.png,6.0,3.6390523682106912
img_0000212.png,6.0,3.5621259223750097
img_0000213.png,6.0,3.492654589999779
img_0000214.png,6.0,3.439178595637327
img_0000215.png,6.0,3.3418960984649155
img_0000216.png,6.0,3.24965910849914
img_0000217.png,6.0,3.1642498343233623
img_0000218.png,6.0,3.0886321407629254
img_0000219.png,6.0,3.021520503460989
img_0000220.png,6.0,2.960921664399196
img_0000221.png,6.0,2.9272107580447377
img_0000222.png,6.0,2.894420849054227
img_0000223.png,6.0,2.8633402418065312
img_0000224.png,6.0,2.834577498989887
img_0000225.png,6.0,2.8086016854328646
img_0000226.png,6.0,2.821747738313709
img_0000227.png,6.0,3.6084487382454067
img_0000228.png,6.0,3.5850685521586905
img_0000229.png,5.999486788482113,3.5779142074809185
img_0000230.png,5.981854631066616,3.570929336258902
img_0000231.png,5.964425621008996,3.5642597110010943
img_0000232.png,5.947345181842675,3.558120390945186
img_0000233.png,5.930740127521022,3.552597619739407
img_0000234.png,5.914720519964095,3.5477942096789725
img_0000235.png,5.899381400067718,3.5437954312312727
img_0000236.png,5.884804427043683,3.540672157506929
img_0000237.png,5.8710593764422745,3.5384509131613067
img_0000238.png,5.858205521483189,3.5372540721718497
img_0000239.png,5.846292751804604,3.5370825487626494
img_0000240.png,5.835362600765336,3.537973793971033
img_0000241.png,5.825505759274704,3.542068424955912
img_0000242.png,5.8167015347072235,3.5452944890005558
img_0000243.png,5.808960531612913,3.549626464923073
img_0000244.png,5.8022975302780715,3.555087184816527
img_0000245.png,5.795261745628464,3.5605027157635014
img_0000246.png,5.78882472074447,3.565778586089265
img_0000247.png,5.783387361422558,3.5721125114622536
img_0000248.png,5.7789271761241725,3.5792068587464723
img_0000249.png,5.775413508518469,3.587627941787738
img_0000250.png,5.772823681122165,3.597043710683029
img_0000251.png,5.771118218900973,3.607433069946668
img_0000252.png,5.770250300838862,3.618860381696023
img_0000253.png,5.7701647912639045,3.631328627126015
img_0000254.png,5.770797230821201,3.6447854630066856
img_0000255.png,5.77207316628847,3.6591797645549105
img_0000256.png,5.77390675182562,3.6744439769051658
img_0000257.png,5.7761993002827055,3.690492759156272
img_0000258.png,5.778837623823892,3.7072209354823844
img_0000259.png,5.781692183212197,3.7245006523501836
img_0000260.png,5.7846150876817415,3.7421777305315804
img_0000261.png,5.787437714760032,3.760082703023836
img_0000262.png,5.78996968210496,3.777958384206487
img_0000263.png,5.791995984550051,3.795564590905676
img_0000264.png,5.793276113679973,3.8125943511837574
img_0000265.png,5.793543646935934,3.8286931961338633
img_0000266.png,5.792342551361697,3.8517778408646457
img_0000267.png,5.785047077196647,3.97270290381616
img_0000268.png,5.771976380884309,4.0
img_0000269.png,5.7553585741681115,4.0
img_0000270.png,5.736564127526584,4.0
img_0000271.png,5.715681542867976,4.0
img_0000272.png,5.6927723551879055,4.0
img_0000273.png,5.683830185575625,3.824405187036042
img_0000274.png,5.699301445741787,3.1940863512337163
img_0000275.png,5.710533694870855,2.941454601677493
img_0000276.png,5.718830806385189,2.82863305956175
img_0000277.png,5.724936109765669,2.7098847072475776
img_0000278.png,5.7292478995736325,2.624600464485918
img_0000279.png,5.722757157004486,3.4420353239811137
img_0000280.png,5.716229617226599,3.0899507397075174
img_0000281.png,5.742330149684072,2.880541278817158
img_0000282.png,5.760801182238415,2.728882327809573
img_0000283.png,5.772811422055753,2.6169326093523555
img_0000284.png,5.779267573429775,2.5318952642185835
img_0000285.png,5.780898353045302,2.464755900536347
img_0000286.png,5.778266530178386,2.396485905306567
img_0000287.png,5.771853812321366,2.3460593154864737
img_0000288.png,5.7563668238728045,2.344318954202389
img_0000289.png,5.744331286279962,2.222258666623887
img_0000290.png,5.726678284938815,2.2780034892669754
img_0000291.png,5.707374933864884,2.3228166440672138
img_0000292.png,5.668663527907946,3.4714580175717265
img_0000293.png,5.62647407555639,3.5149354216569217
img_0000294.png,5.591796630551148,3.5308511774456415
img_0000295.png,5.561656623892247,3.5200664318206347
img_0000296.png,5.530009939356484,3.6401804294080646
img_0000297.png,5.4957794883006414,3.6156604301897026
img_0000298.png,5.459209786641372,3.5886646973785594
img_0000299.png,5.420709778904232,3.5602773829224064
img_0000300.png,5.380549919194657,3.531054366719653
img_0000301.png,5.338827028347321,3.502010319821987
img_0000302.png,5.295668623948643,3.4715557159910846
img_0000303.png,5.251172727530095,3.440724589751258
img_0000304.png,5.24747114534241,3.448919270777185
img_0000305.png,5.255988666121871,3.46896649813314
img_0000306.png,5.260905040883461,3.4858489086286433
img_0000307.png,5.26233215710641,3.499524273676553
img_0000308.png,5.260409128239555,3.5100055751368453
img_0000309.png,5.25529916785321,3.517359788290702
img_0000310.png,5.247186704056074,3.5217046583219
img_0000311.png,5.236273984287088,3.523203160270577
img_0000312.png,5.222777023289865,3.5220559206429303
img_0000313.png,5.206921061636985,3.5184922402555077
img_0000314.png,5.18893583035297,3.51276050639595
img_0000315.png,5.169050932784538,3.505118762326757
img_0000316.png,5.147491608070823,3.4958260689713114
img_0000317.png,5.124475065333611,3.485135102564673
img_0000318.png,5.100207496617275,3.47328622995041
img_0000319.png,5.071621926044043,3.4582769913094555
img_0000320.png,5.040347166660016,3.441048462832719
img_0000321.png,5.0034797487221905,3.419266869926891
img_0000322.png,4.966455924634822,3.3978741231602907
img_0000323.png,4.929323204178047,3.376753263123102
img_0000324.png,4.892157844031759,3.355961494557013
img_0000325.png,4.855024599764037,3.335541002346287
img_0000326.png,4.817977744309777,3.3155212690207634
img_0000327.png,4.781062053052869,3.295921288964228
img_0000328.png,4.744313716832112,3.27675158338098
img_0000329.png,4.707761169189244,3.2580159754428344
img_0000330.png,4.671425832889733,3.239713093372237
img_0000331.png,4.635322807170965,3.2218375835670665
img_0000332.png,4.638187853262437,3.2348017144169194
img_0000333.png,4.6499426385253635,3.2550558965304797
img_0000334.png,4.660264360736999,3.274460188763824
img_0000335.png,4.669009212519864,3.2928506078026967
img_0000336.png,4.67604577299885,3.3100667888709077
img_0000337.png,4.681256961462951,3.3259556468790428
img_0000338.png,4.684541648349384,3.340375099519195
img_0000339.png,4.685815899450063,3.3531976707817144
img_0000340.png,4.685013843000615,3.364313777837766
img_0000341.png,4.682088158937292,3.373634514650966
img_0000342.png,4.677010196478795,3.381093778043827
img_0000343.png,4.669769732052018,3.386649628210571
img_0000344.png,4.660374385891586,3.3902848280064077
img_0000345.png,4.648848723158258,3.3920065580611496
img_0000346.png,4.635233074057294,3.391845354055393
img_0000347.png,4.61958211639678,3.3898533554507817
img_0000348.png,4.601963272094471,3.386101988988629
img_0000349.png,4.580744186854998,3.3786019582588134
img_0000350.png,4.557411266433307,3.369562860861951
img_0000351.png,4.5325575628465895,3.359285417328334
img_0000352.png,4.506276150946018,3.3478825706768442
img_0000353.png,4.4786632329214004,3.335468506551944
img_0000354.png,4.449817003407736,3.3221574613569302
img_0000355.png,4.419836457024238,3.3080619021899116
img_0000356.png,4.388820342379244,3.2932910081812263
img_0000357.png,4.356866268785084,3.2779494554536663
img_0000358.png,4.324069964199202,3.262136493476601
img_0000359.png,4.290524676867111,3.245945290062675
img_0000360.png,4.256320708785681,3.2294625152583185
img_0000361.png,4.221545066344231,3.2127681305784552
img_0000362.png,4.18628121214029,3.1959353489217897
img_0000363.png,4.150608901751843,3.1790307314759847
img_0000364.png,4.1146040899049545,3.1621143903750637
img_0000365.png,4.0783388917429795,3.1452402692553316
img_0000366.png,4.041881586548326,3.1284564777064054
img_0000367.png,4.005296653097651,3.111805659569999
img_0000368.png,3.9686448276954076,3.0953253788437896
img_0000369.png,3.93198317771903,3.0790485104298266
img_0000370.png,3.89536518514699,3.0630036260350098
img_0000371.png,3.858840835983937,3.0472153681443332
img_0000372.png,3.822456712723639,3.031704807152168
img_0000373.png,3.786256087997235,3.0164897784786
img_0000374.png,3.7502790183500574,3.001585197864497
img_0000375.png,3.7145624376927646,2.9870033540792282
img_0000376.png,3.679140250403621,2.972754179044695
img_0000377.png,3.6454956794817495,2.96024749651493
img_0000378.png,3.6123475912447,2.9477181036907747
img_0000379.png,3.5794498696007384,2.935463591998372
img_0000380.png,3.546825340377337,2.9234670049220997
img_0000381.png,3.5145021674587293,2.9117374676690853
img_0000382.png,3.482505927481138,2.900283084998691
img_0000383.png,3.4508594910660237,2.889110332074819
img_0000384.png,3.4195831301724042,2.8782242029207574
img_0000385.png,3.3886946339853443,2.8676283677001324
img_0000386.png,3.3582094265531097,2.857325316932906
img_0000387.png,3.328140685701981,2.847316492922285
img_0000388.png,3.298499462903319,2.8376024093349765
img_0000389.png,3.2692948037164173,2.8281827598452796
img_0000390.png,3.2405338683785097,2.819056516695514
img_0000391.png,3.212222052070212,2.8102220199673416
img_0000392.png,3.184363104353247,2.8016770583003745
img_0000393.png,3.1569592472585573,2.7934189417400934
img_0000394.png,3.1300112914971314,2.78544456734352
img_0000395.png,3.103518750272374,2.7777504781222224
img_0000396.png,3.077479950190705,2.7703329158552927
img_0000397.png,3.0518921387945723,2.763187868262304
img_0000398.png,3.026751588277832,2.7563111109856218
img_0000399.png,3.0020536949855297,2.7496982447948355
img_0000400.png,2.9777930743468533,2.7433447283918353
img_0000401.png,2.953963650939736,2.7372459071630177
img_0000402.png,2.930558743436714,2.731397038196424
img_0000403.png,2.9075711442329055,2.725793311854602
img_0000404.png,2.884993193607067,2.720429870168873
img_0000405.png,2.8634822572447853,2.715708207880737
img_0000406.png,2.850269420418276,2.716049706226131
img_0000407.png,2.8368057662233266,2.7162376510102613
img_0000408.png,2.823082672998697,2.7162668052699765
img_0000409.png,2.8090928808253866,2.7161327360788174
img_0000410.png,2.794830528305103,2.71583183439396
img_0000411.png,2.780291172974663,2.7153613250522692
img_0000412.png,2.765471795195503,2.7147192667954387
img_0000413.png,2.7503707857619513,2.7139045424556585
img_0000414.png,2.7349879178627665,2.7129168396807257
img_0000415.png,2.7193243043930817,2.7117566228061234
img_0000416.png,2.703382341935402,2.710425096687066
img_0000417.png,2.6871656429981,2.7089241634753836
img_0000418.png,2.670678958309648,2.7072563734598907
img_0000419.png,2.653928091112123,2.70542487118276
img_0000420.png,2.6369198054759786,2.7034333380932036
img_0000421.png,2.619661730671212,2.7012859330088856
img_0000422.png,2.6021622635814228,2.6989872316232333
img_0000423.png,2.5844455678785865,2.6914463873977947
img_0000424.png,2.566813659276123,2.657834294806567
img_0000425.png,2.5493477224964955,2.6269798875533734
img_0000426.png,2.5320426759511374,2.6013057461539204
img_0000427.png,2.5148893627364286,2.5859318953216315
img_0000428.png,2.497869855243417,2.591666816339287
img_0000429.png,2.480947639191749,2.6413155007206592
img_0000430.png,2.4643404174447943,2.677758952658878
img_0000431.png,2.4480656455903476,2.6749238836903206
img_0000432.png,2.4319831530592184,2.672050168925548
img_0000433.png,2.416090675142839,2.66913885219861
img_0000434.png,2.400386037417849,2.666190847033206
img_0000435.png,2.3848671503417167,2.6632068854198505
img_0000436.png,2.36953200392895,2.660187447469677
img_0000437.png,2.3543786606801316,2.65713266341092
img_0000438.png,2.339405243883953,2.654042173313923
img_0000439.png,2.3246099162872227,2.6509149157886234
img_0000440.png,2.312898875930107,2.6496085391392974
img_0000441.png,2.3042024467355935,2.6500838692733497
img_0000442.png,2.2958172134821573,2.650609602708972
img_0000443.png,2.287728222754157,2.6511659290336005
img_0000444.png,2.279921971381094,2.651722081504628
img_0000445.png,2.272390606003163,2.6522442437357325
img_0000446.png,2.2651358126569323,2.6527300020608253
img_0000447.png,2.2581361823068207,2.6532623422415456
img_0000448.png,2.2514882243724834,2.654147397365482
img_0000449.png,2.2452784545436555,2.657121128894387
img_0000450.png,2.239139885709775,2.6587361861243326
img_0000451.png,2.2330569955661366,2.6597685975652805
img_0000452.png,2.227109465476815,2.660794084551695
img_0000453.png,2.221285030876539,2.661810758318688
img_0000454.png,2.215570002571213,2.6628118531918337
img_0000455.png,2.209950888105695,2.66379005941044
img_0000456.png,2.2044145630775858,2.664737753470121
img_0000457.png,2.1989526099819163,2.6655264377036056
img_0000458.png,2.193545816177828,2.6663992293759344
img_0000459.png,2.1881840415345977,2.667221427220636
img_0000460.png,2.1828557509211435,2.66798978984594
img_0000461.png,2.177550007383083,2.668698306547279
img_0000462.png,2.1722565766550823,2.669341912709809
img_0000463.png,2.1669660171927574,2.66991618342796
img_0000464.png,2.161669751939887,2.6704171916281454
img_0000465.png,2.156360129412475,2.670841542432345
img_0000466.png,2.1510304754024396,2.671186406157537
img_0000467.png,2.1456751343333478,2.671449544667738
img_0000468.png,2.140289499272861,2.6716293305524026
img_0000469.png,2.1348700298352887,2.6717247588239883
img_0000470.png,2.129414257484025,2.6717354509466795
img_0000471.png,2.123920778037963,2.6716616511571307
img_0000472.png,2.118389231485719,2.6715042151901134
img_0000473.png,2.112820269505271,2.6712645916737294
img_0000474.png,2.1072155113637803,2.670944796614607
img_0000475.png,2.10157748912315,2.6705473815249516
img_0000476.png,2.095909583297355,2.6700753635446812
img_0000477.png,2.0902159501159847,2.669532122958592
img_0000478.png,2.0845014420940355,2.668921742457906
img_0000479.png,2.078771523878369,2.668248488821486
img_0000480.png,2.073032183680761,2.667516941644064
img_0000481.png,2.0672898427399624,2.666731934604945
img_0000482.png,2.061551264150335,2.665898501340007
img_0000483.png,2.0558234624314333,2.665021821755924
img_0000484.png,2.050113615112239,2.664107169370641
img_0000485.png,2.0444289774605116,2.663159860327055
img_0000486.png,2.0387768013259504,2.6621852046380514
img_0000487.png,2.0331642588942445,2.6611884601291025
img_0000488.png,2.0275983719747734,2.6601747894437215
img_0000489.png,2.022085947273684,2.6591492203829397
img_0000490.png,2.0166335179415777,2.6581166097592894
img_0000491.png,2.0112472915351884,2.6570816108623894
img_0000492.png,2.0059331043984843,2.6560486445618556
img_0000493.png,2.0006963823526,2.655021874005524
img_0000494.png,1.9955421074873856,2.654005182821692
img_0000495.png,1.990474790770235,2.653002156688788
img_0000496.png,1.985498450130264,2.6520160681078506
img_0000497.png,1.9806165936366806,2.6510498641861346
img_0000498.png,1.9758322073681454,2.650106157234465
img_0000499.png,1.9711477475632746,2.649187217971346
img_0000500.png,1.9665651366493713,2.6482949711305355
img_0000501.png,1.962085762764843,2.647430993281507
img_0000502.png,1.9577104824186087,2.646596512680119
img_0000503.png,1.9534396259649802,2.645792410989348
img_0000504.png,1.949273005613026,2.645019226726354
img_0000505.png,1.945209925733481,2.644277160317053
img_0000506.png,1.9412491952719517,2.643566080659222
img_0000507.png,1.9373891421229665,2.642885533119718
img_0000508.png,1.933627629363682,2.6422347489128315
img_0000509.png,1.9299620732875291,2.6416126558234923
img_0000510.png,1.9263894632154588,2.6410178902633428
img_0000511.png,1.922906383094544,2.6404488106550867
img_0000512.png,6.0,2.6590040661599574
img_0000513.png,6.0,2.6629710743163475
img_0000514.png,6.0,2.66693209018775
img_0000515.png,6.0,2.6708917240187304
img_0000516.png,6.0,2.6748518673841346
img_0000517.png,6.0,2.6788146203930676
img_0000518.png,6.0,2.6827824358506374
img_0000519.png,6.0,2.6867580941150058
img_0000520.png,6.0,2.690744671143976
img_0000521.png,6.0,2.6947455095025075
img_0000522.png,6.0,2.6987641930294286
img_0000523.png,6.0,2.7028045255368047
img_0000524.png,6.0,2.7068705140617144
img_0000525.png,6.0,2.710966357381787
img_0000526.png,6.0,2.715096440854766
img_0000527.png,6.0,2.7192653392742914
img_0000528.png,6.0,2.7234778305854603
img_0000529.png,6.0,2.72773892516601
img_0000530.png,6.0,2.7320588554342464
img_0000531.png,6.0,2.736434318624577
img_0000532.png,6.0,2.7408755330656707
img_0000533.png,6.0,2.745384533948589
img_0000534.png,6.0,2.749978876670335
img_0000535.png,6.0,2.754663147621309
img_0000536.png,6.0,2.7593539161817384
img_0000537.png,6.0,2.7642718310692054
img_0000538.png,6.0,2.7692839217193725
img_0000539.png,6.0,2.7744483363765426
img_0000540.png,6.0,2.779841184620352
img_0000541.png,6.0,2.785472836668432
img_0000542.png,6.0,2.7913487904441414
img_0000543.png,6.0,2.7974715615778463
img_0000544.png,6.0,2.803842743367465
img_0000545.png,6.0,2.810464601735459
img_0000546.png,6.0,2.817357068835173
img_0000547.png,6.0,2.8244893487460465
img_0000548.png,6.0,2.8318902567869646
img_0000549.png,6.0,2.8395681884641926
img_0000550.png,6.0,2.84753256546451
img_0000551.png,6.0,2.8557934336851125
img_0000552.png,6.0,2.86436110959543
img_0000553.png,6.0,2.8732458750008485
img_0000554.png,6.0,2.882457709507085
img_0000555.png,6.0,2.892006047120465
img_0000556.png,6.0,2.90189954414979
img_0000557.png,6.0,2.9121458475283286
img_0000558.png,6.0,2.9227513547720165
img_0000559.png,6.0,2.933720958646236
img_0000560.png,6.0,2.9450577711891976
img_0000561.png,6.0,2.9567628231218794
img_0000562.png,6.0,2.9688347359975564
img_0000563.png,6.0,2.9813385226952827
img_0000564.png,6.0,2.994369265616046
img_0000565.png,6.0,3.0077281008762746
img_0000566.png,6.0,3.0213897197123387
img_0000567.png,6.0,3.0353215823004813
img_0000568.png,6.0,3.04948299795663
img_0000569.png,6.0,3.0638241920707077
img_0000570.png,6.0,3.078285428681008
img_0000571.png,6.0,3.0927962628408205
img_0000572.png,6.0,3.107275019478218
img_0000573.png,6.0,3.1216286170606145
img_0000574.png,6.0,3.1357528705921136
img_0000575.png,6.0,3.1495334131402437
img_0000576.png,6.0,3.1628473610348915
img_0000577.png,6.0,3.175565808508525
img_0000578.png,6.0,3.18755716930427
img_0000579.png,6.0,3.198691288017042
img_0000580.png,6.0,3.208844132992131
img_0000581.png,6.0,3.2179027737497736
img_0000582.png,6.0,3.225770262157081
img_0000583.png,6.0,3.2323699996912834
img_0000584.png,6.0,3.237649196686413
img_0000585.png,6.0,3.241581113663345
img_0000586.png,6.0,3.244165905725781
img_0000587.png,6.0,3.245430044165057
img_0000588.png,6.0,3.2454244370150747
img_0000589.png,6.0,3.244221488383242
img_0000590.png,6.0,3.241911410060329
img_0000591.png,6.0,3.238598124110947
img_0000592.png,6.0,3.2343950772347485
img_0000593.png,6.0,3.229421238157406
img_0000594.png,6.0,3.223797481951318
img_0000595.png,6.0,3.2176434929052355
img_0000596.png,6.0,3.211075250355157
img_0000597.png,6.0,3.20420310607395
img_0000598.png,6.0,3.1971304202159736
img_0000599.png,6.0,3.189952695508106
img_0000600.png,6.0,3.1827571346659695
img_0000601.png,6.0,3.1756225412922148
img_0000602.png,6.0,3.168619486964239
img_0000603.png,6.0,3.161810674257592
img_0000604.png,6.0,3.155251434954585
img_0000605.png,6.0,3.148990313062379
img_0000606.png,6.0,3.143069692425286
img_0000607.png,6.0,3.137527593614147
img_0000608.png,6.0,3.1323937052773436
img_0000609.png,6.0,3.127696758356393
